Questions,start_t,end_t,rangeX,TimeStamp,Neutrality,Happy,Surprise,Fear,Disgust,Anger,Sadness,Positive_Sentiment,Negative_Sentiment,Experience,Activation,Emotional_Score,Subemotion
"Q11a: Do you think you can put yourself in their shoes? If you feel comfortable, try to imagine how they see the world - what their priorities are, and how they might look at the people and relationships around them. Imagine - inside their head, those values are the ones that make the most, irrefutable sense. Do you feel you could put yourself in their frame of mind? Are you comfortable trying? ",1.54,2.37,2,00:02:00.120630,0.784,0.071,0.039,0.005,0.011,0.029,0.06,0.11,0.106,0.005,0.216,0.511,
"Q11a: Do you think you can put yourself in their shoes? If you feel comfortable, try to imagine how they see the world - what their priorities are, and how they might look at the people and relationships around them. Imagine - inside their head, those values are the ones that make the most, irrefutable sense. Do you feel you could put yourself in their frame of mind? Are you comfortable trying? ",1.54,2.37,2,00:02:00.120664,0.855,0.021,0.036,0.004,0.006,0.018,0.058,0.058,0.087,-0.029,0.145,0.4,
"Q11a: Do you think you can put yourself in their shoes? If you feel comfortable, try to imagine how they see the world - what their priorities are, and how they might look at the people and relationships around them. Imagine - inside their head, those values are the ones that make the most, irrefutable sense. Do you feel you could put yourself in their frame of mind? Are you comfortable trying? ",1.54,2.37,2,00:02:00.120697,0.859,0.007,0.042,0.005,0.004,0.02,0.062,0.049,0.092,-0.043,0.141,0.348,
"Q11a: Do you think you can put yourself in their shoes? If you feel comfortable, try to imagine how they see the world - what their priorities are, and how they might look at the people and relationships around them. Imagine - inside their head, those values are the ones that make the most, irrefutable sense. Do you feel you could put yourself in their frame of mind? Are you comfortable trying? ",1.54,2.37,2,00:02:00.120731,0.837,0.007,0.044,0.006,0.006,0.029,0.071,0.05,0.112,-0.062,0.163,0.309,
"Q11a: Do you think you can put yourself in their shoes? If you feel comfortable, try to imagine how they see the world - what their priorities are, and how they might look at the people and relationships around them. Imagine - inside their head, those values are the ones that make the most, irrefutable sense. Do you feel you could put yourself in their frame of mind? Are you comfortable trying? ",1.54,2.37,2,00:02:00.120765,0.806,0.008,0.049,0.008,0.009,0.039,0.081,0.057,0.136,-0.079,0.194,0.296,
"Q11a: Do you think you can put yourself in their shoes? If you feel comfortable, try to imagine how they see the world - what their priorities are, and how they might look at the people and relationships around them. Imagine - inside their head, those values are the ones that make the most, irrefutable sense. Do you feel you could put yourself in their frame of mind? Are you comfortable trying? ",1.54,2.37,2,00:02:00.120798,0.753,0.015,0.085,0.014,0.009,0.042,0.082,0.099,0.147,-0.048,0.247,0.402,
"Q11a: Do you think you can put yourself in their shoes? If you feel comfortable, try to imagine how they see the world - what their priorities are, and how they might look at the people and relationships around them. Imagine - inside their head, those values are the ones that make the most, irrefutable sense. Do you feel you could put yourself in their frame of mind? Are you comfortable trying? ",1.54,2.37,2,00:02:00.120832,0.698,0.022,0.137,0.022,0.009,0.04,0.073,0.159,0.143,0.017,0.302,0.528,
"Q11a: Do you think you can put yourself in their shoes? If you feel comfortable, try to imagine how they see the world - what their priorities are, and how they might look at the people and relationships around them. Imagine - inside their head, those values are the ones that make the most, irrefutable sense. Do you feel you could put yourself in their frame of mind? Are you comfortable trying? ",1.54,2.37,2,00:02:00.120865,0.691,0.028,0.146,0.024,0.008,0.036,0.067,0.174,0.135,0.039,0.309,0.564,Disfrute
"Q11a: Do you think you can put yourself in their shoes? If you feel comfortable, try to imagine how they see the world - what their priorities are, and how they might look at the people and relationships around them. Imagine - inside their head, those values are the ones that make the most, irrefutable sense. Do you feel you could put yourself in their frame of mind? Are you comfortable trying? ",1.54,2.37,2,00:02:00.120899,0.73,0.048,0.099,0.018,0.008,0.03,0.066,0.147,0.123,0.024,0.27,0.545,Agrado
"Q11a: Do you think you can put yourself in their shoes? If you feel comfortable, try to imagine how they see the world - what their priorities are, and how they might look at the people and relationships around them. Imagine - inside their head, those values are the ones that make the most, irrefutable sense. Do you feel you could put yourself in their frame of mind? Are you comfortable trying? ",1.54,2.37,2,00:02:00.120933,0.749,0.091,0.059,0.012,0.008,0.023,0.057,0.151,0.101,0.05,0.251,0.6,
"Q11a: Do you think you can put yourself in their shoes? If you feel comfortable, try to imagine how they see the world - what their priorities are, and how they might look at the people and relationships around them. Imagine - inside their head, those values are the ones that make the most, irrefutable sense. Do you feel you could put yourself in their frame of mind? Are you comfortable trying? ",1.54,2.37,2,00:02:00.120966,0.735,0.125,0.057,0.011,0.009,0.021,0.042,0.182,0.083,0.099,0.265,0.687,
"Q11a: Do you think you can put yourself in their shoes? If you feel comfortable, try to imagine how they see the world - what their priorities are, and how they might look at the people and relationships around them. Imagine - inside their head, those values are the ones that make the most, irrefutable sense. Do you feel you could put yourself in their frame of mind? Are you comfortable trying? ",1.54,2.37,2.016,00:02:01.120000,0.742,0.108,0.066,0.012,0.009,0.029,0.034,0.174,0.083,0.091,0.258,0.676,Regocijo
"Q11a: Do you think you can put yourself in their shoes? If you feel comfortable, try to imagine how they see the world - what their priorities are, and how they might look at the people and relationships around them. Imagine - inside their head, those values are the ones that make the most, irrefutable sense. Do you feel you could put yourself in their frame of mind? Are you comfortable trying? ",1.54,2.37,2.016,00:02:01.120034,0.757,0.082,0.067,0.013,0.01,0.04,0.031,0.149,0.094,0.054,0.243,0.611,Agrado
"Q11a: Do you think you can put yourself in their shoes? If you feel comfortable, try to imagine how they see the world - what their priorities are, and how they might look at the people and relationships around them. Imagine - inside their head, those values are the ones that make the most, irrefutable sense. Do you feel you could put yourself in their frame of mind? Are you comfortable trying? ",1.54,2.37,2.016,00:02:01.120067,0.717,0.117,0.066,0.012,0.011,0.049,0.027,0.183,0.1,0.083,0.283,0.647,
"Q11a: Do you think you can put yourself in their shoes? If you feel comfortable, try to imagine how they see the world - what their priorities are, and how they might look at the people and relationships around them. Imagine - inside their head, those values are the ones that make the most, irrefutable sense. Do you feel you could put yourself in their frame of mind? Are you comfortable trying? ",1.54,2.37,2.016,00:02:01.120101,0.672,0.165,0.072,0.013,0.01,0.046,0.023,0.236,0.091,0.145,0.328,0.722,
"Q11a: Do you think you can put yourself in their shoes? If you feel comfortable, try to imagine how they see the world - what their priorities are, and how they might look at the people and relationships around them. Imagine - inside their head, those values are the ones that make the most, irrefutable sense. Do you feel you could put yourself in their frame of mind? Are you comfortable trying? ",1.54,2.37,2.016,00:02:01.120134,0.712,0.131,0.081,0.014,0.007,0.03,0.024,0.212,0.075,0.137,0.288,0.738,Curiosidad
"Q11a: Do you think you can put yourself in their shoes? If you feel comfortable, try to imagine how they see the world - what their priorities are, and how they might look at the people and relationships around them. Imagine - inside their head, those values are the ones that make the most, irrefutable sense. Do you feel you could put yourself in their frame of mind? Are you comfortable trying? ",1.54,2.37,2.016,00:02:01.120168,0.779,0.054,0.097,0.019,0.004,0.015,0.031,0.151,0.07,0.082,0.221,0.685,Incredulidad
"Q11a: Do you think you can put yourself in their shoes? If you feel comfortable, try to imagine how they see the world - what their priorities are, and how they might look at the people and relationships around them. Imagine - inside their head, those values are the ones that make the most, irrefutable sense. Do you feel you could put yourself in their frame of mind? Are you comfortable trying? ",1.54,2.37,2.016,00:02:01.120202,0.753,0.012,0.155,0.031,0.003,0.012,0.034,0.167,0.08,0.087,0.247,0.676,Extraneza
