Questions,start_t,end_t,rangeX,TimeStamp,Neutrality,Happy,Surprise,Fear,Disgust,Anger,Sadness,Positive_Sentiment,Negative_Sentiment,Experience,Activation,Emotional_Score,Subemotion
"12. It can never be right to kill a human being. ",4.39,4.48,4.448,00:04:28.240056,0.848,0.071,0.019,0.003,0.008,0.005,0.047,0.089,0.063,0.027,0.152,0.588,
"12. It can never be right to kill a human being. ",4.39,4.48,4.448,00:04:28.240090,0.874,0.053,0.019,0.002,0.006,0.004,0.041,0.072,0.054,0.018,0.126,0.573,
"12. It can never be right to kill a human being. ",4.39,4.48,4.448,00:04:28.240124,0.895,0.033,0.019,0.002,0.008,0.004,0.039,0.052,0.053,-0.001,0.105,0.495,
"12. It can never be right to kill a human being. ",4.39,4.48,4.448,00:04:28.240157,0.887,0.029,0.017,0.002,0.011,0.006,0.049,0.045,0.067,-0.022,0.113,0.403,
"12. It can never be right to kill a human being. ",4.39,4.48,4.448,00:04:28.240191,0.873,0.027,0.014,0.002,0.014,0.007,0.063,0.041,0.085,-0.044,0.127,0.325,
"12. It can never be right to kill a human being. ",4.39,4.48,4.448,00:04:28.240224,0.87,0.022,0.012,0.002,0.014,0.008,0.073,0.033,0.096,-0.063,0.13,0.258,
"12. It can never be right to kill a human being. ",4.39,4.48,4.448,00:04:28.240258,0.867,0.018,0.011,0.001,0.015,0.009,0.079,0.028,0.104,-0.076,0.133,0.214,
"12. It can never be right to kill a human being. ",4.39,4.48,4.448,00:04:28.240292,0.861,0.016,0.011,0.002,0.016,0.01,0.084,0.027,0.112,-0.085,0.139,0.195,
"12. It can never be right to kill a human being. ",4.39,4.48,4.448,00:04:28.240325,0.864,0.014,0.012,0.002,0.014,0.009,0.086,0.025,0.111,-0.086,0.136,0.185,
"12. It can never be right to kill a human being. ",4.39,4.48,4.448,00:04:28.240359,0.879,0.011,0.01,0.002,0.011,0.007,0.079,0.021,0.099,-0.078,0.121,0.175,
"12. It can never be right to kill a human being. ",4.39,4.48,4.448,00:04:28.240392,0.896,0.01,0.009,0.002,0.012,0.007,0.064,0.019,0.085,-0.066,0.104,0.182,
"12. It can never be right to kill a human being. ",4.39,4.48,4.448,00:04:28.240426,0.893,0.013,0.011,0.002,0.015,0.009,0.058,0.023,0.084,-0.06,0.107,0.219,
"12. It can never be right to kill a human being. ",4.39,4.48,4.448,00:04:28.240460,0.866,0.016,0.013,0.002,0.017,0.011,0.076,0.029,0.105,-0.076,0.134,0.217,
"12. It can never be right to kill a human being. ",4.39,4.48,4.448,00:04:28.240493,0.838,0.014,0.012,0.002,0.018,0.011,0.105,0.025,0.137,-0.111,0.162,0.157,
"12. It can never be right to kill a human being. ",4.39,4.48,4.448,00:04:28.240527,0.832,0.009,0.008,0.001,0.019,0.011,0.12,0.017,0.151,-0.134,0.168,0.101,Intranquilidad
"12. It can never be right to kill a human being. ",4.39,4.48,4.448,00:04:28.240561,0.834,0.017,0.007,0.001,0.017,0.011,0.112,0.024,0.142,-0.118,0.166,0.143,
"12. It can never be right to kill a human being. ",4.39,4.48,4.448,00:04:28.240594,0.81,0.052,0.006,0.001,0.013,0.009,0.109,0.058,0.132,-0.074,0.19,0.306,Anoranza
"12. It can never be right to kill a human being. ",4.39,4.48,4.448,00:04:28.240628,0.764,0.104,0.003,0.001,0.008,0.005,0.116,0.107,0.129,-0.022,0.236,0.454,Disfrute
"12. It can never be right to kill a human being. ",4.39,4.48,4.448,00:04:28.240661,0.722,0.16,0.002,0,0.005,0.002,0.109,0.162,0.116,0.046,0.278,0.582,Regocijo
"12. It can never be right to kill a human being. ",4.39,4.48,4.448,00:04:28.240695,0.687,0.225,0.002,0,0.004,0.002,0.081,0.226,0.087,0.14,0.313,0.723,Alegria
"12. It can never be right to kill a human being. ",4.39,4.48,4.448,00:04:28.240729,0.642,0.307,0.002,0,0.003,0.001,0.044,0.309,0.049,0.26,0.358,0.863,Alegria
"12. It can never be right to kill a human being. ",4.39,4.48,4.448,00:04:28.240762,0.554,0.421,0.003,0,0.003,0.001,0.017,0.424,0.022,0.402,0.446,0.951,Alegria
"12. It can never be right to kill a human being. ",4.39,4.48,4.448,00:04:28.240796,0.445,0.541,0.003,0,0.002,0.001,0.008,0.544,0.011,0.532,0.555,0.98,Alegria
"12. It can never be right to kill a human being. ",4.39,4.48,4.448,00:04:28.240830,0.379,0.609,0.003,0,0.002,0.001,0.006,0.612,0.009,0.603,0.621,0.985,Extasis
"12. It can never be right to kill a human being. ",4.39,4.48,4.448,00:04:28.240863,0.347,0.643,0.002,0,0.001,0,0.006,0.645,0.008,0.637,0.653,0.987,Regocijo
"12. It can never be right to kill a human being. ",4.39,4.48,4.448,00:04:28.240897,0.314,0.677,0.002,0,0.001,0,0.005,0.679,0.007,0.672,0.686,0.99,Disfrute
"12. It can never be right to kill a human being. ",4.39,4.48,4.448,00:04:28.240930,0.361,0.631,0.001,0,0.001,0,0.005,0.632,0.007,0.625,0.639,0.989,Regocijo
"12. It can never be right to kill a human being. ",4.39,4.48,4.448,00:04:28.240964,0.525,0.463,0.001,0,0.002,0.001,0.007,0.465,0.01,0.455,0.475,0.979,Regocijo
"12. It can never be right to kill a human being. ",4.39,4.48,4.448,00:04:28.240998,0.647,0.34,0.002,0,0.002,0.001,0.009,0.341,0.012,0.329,0.353,0.966,Regocijo
"12. It can never be right to kill a human being. ",4.39,4.48,4.464,00:04:29.240031,0.624,0.364,0.002,0,0.002,0.001,0.008,0.366,0.011,0.355,0.376,0.972,Regocijo
"12. It can never be right to kill a human being. ",4.39,4.48,4.464,00:04:29.240065,0.555,0.434,0.002,0,0.001,0,0.007,0.436,0.009,0.427,0.445,0.98,Regocijo
"12. It can never be right to kill a human being. ",4.39,4.48,4.464,00:04:29.240099,0.541,0.448,0.002,0,0.001,0,0.007,0.45,0.009,0.441,0.459,0.98,Regocijo
"12. It can never be right to kill a human being. ",4.39,4.48,4.464,00:04:29.240132,0.582,0.406,0.003,0,0.002,0,0.008,0.408,0.01,0.398,0.418,0.976,Regocijo
"12. It can never be right to kill a human being. ",4.39,4.48,4.464,00:04:29.240166,0.635,0.351,0.003,0.001,0.002,0.001,0.008,0.355,0.011,0.344,0.365,0.971,Disfrute
"12. It can never be right to kill a human being. ",4.39,4.48,4.464,00:04:29.240199,0.669,0.317,0.003,0.001,0.002,0.001,0.008,0.321,0.011,0.31,0.331,0.968,Disfrute
"12. It can never be right to kill a human being. ",4.39,4.48,4.464,00:04:29.240233,0.686,0.301,0.003,0,0.002,0.001,0.008,0.304,0.011,0.293,0.314,0.966,Optimismo
"12. It can never be right to kill a human being. ",4.39,4.48,4.464,00:04:29.240267,0.663,0.323,0.003,0,0.002,0.001,0.008,0.326,0.01,0.316,0.337,0.969,Optimismo
"12. It can never be right to kill a human being. ",4.39,4.48,4.464,00:04:29.240300,0.53,0.459,0.002,0,0.001,0,0.006,0.461,0.008,0.453,0.47,0.982,Extasis
"12. It can never be right to kill a human being. ",4.39,4.48,4.464,00:04:29.240334,0.314,0.68,0.001,0,0.001,0,0.004,0.681,0.005,0.676,0.686,0.993,Extasis
"12. It can never be right to kill a human being. ",4.39,4.48,4.464,00:04:29.240367,0.148,0.848,0.001,0,0,0,0.002,0.849,0.003,0.846,0.852,0.997,Extasis
"12. It can never be right to kill a human being. ",4.39,4.48,4.464,00:04:29.240401,0.076,0.922,0,0,0,0,0.001,0.923,0.002,0.921,0.924,0.998,Extasis
"12. It can never be right to kill a human being. ",4.39,4.48,4.464,00:04:29.240435,0.053,0.946,0,0,0,0,0.001,0.946,0.001,0.945,0.947,0.999,Optimismo
"12. It can never be right to kill a human being. ",4.39,4.48,4.464,00:04:29.240468,0.066,0.932,0,0,0,0,0.001,0.933,0.001,0.932,0.934,0.999,Extasis
"12. It can never be right to kill a human being. ",4.39,4.48,4.464,00:04:29.240502,0.099,0.898,0,0,0,0,0.001,0.899,0.002,0.897,0.901,0.998,Optimismo
"12. It can never be right to kill a human being. ",4.39,4.48,4.464,00:04:29.240536,0.118,0.879,0,0,0,0,0.002,0.879,0.003,0.876,0.882,0.997,Optimismo
"12. It can never be right to kill a human being. ",4.39,4.48,4.464,00:04:29.240569,0.119,0.876,0.001,0,0,0,0.004,0.876,0.005,0.872,0.881,0.995,Regocijo
"12. It can never be right to kill a human being. ",4.39,4.48,4.464,00:04:29.240603,0.145,0.845,0.001,0,0.001,0,0.008,0.846,0.009,0.837,0.855,0.989,Alegria
"12. It can never be right to kill a human being. ",4.39,4.48,4.464,00:04:29.240636,0.223,0.756,0.001,0,0.001,0.001,0.018,0.757,0.02,0.737,0.777,0.974,Alegria
"12. It can never be right to kill a human being. ",4.39,4.48,4.464,00:04:29.240670,0.306,0.66,0.002,0,0.002,0.001,0.029,0.662,0.032,0.63,0.694,0.954,Extasis
"12. It can never be right to kill a human being. ",4.39,4.48,4.464,00:04:29.240704,0.311,0.651,0.002,0.001,0.002,0.001,0.033,0.653,0.036,0.616,0.689,0.947,Optimismo
"12. It can never be right to kill a human being. ",4.39,4.48,4.464,00:04:29.240737,0.239,0.73,0.002,0.001,0.002,0.001,0.026,0.732,0.03,0.702,0.761,0.961,Extasis
"12. It can never be right to kill a human being. ",4.39,4.48,4.464,00:04:29.240771,0.165,0.815,0.001,0.001,0.001,0.001,0.016,0.816,0.019,0.797,0.835,0.977,Optimismo
"12. It can never be right to kill a human being. ",4.39,4.48,4.464,00:04:29.240805,0.13,0.857,0.001,0,0.001,0.001,0.01,0.858,0.012,0.846,0.87,0.986,Optimismo
"12. It can never be right to kill a human being. ",4.39,4.48,4.464,00:04:29.240838,0.12,0.87,0.001,0,0.001,0.001,0.007,0.871,0.009,0.862,0.88,0.99,Optimismo
"12. It can never be right to kill a human being. ",4.39,4.48,4.464,00:04:29.240872,0.13,0.86,0.001,0.001,0.001,0.001,0.007,0.861,0.009,0.852,0.87,0.99,Optimismo
"12. It can never be right to kill a human being. ",4.39,4.48,4.464,00:04:29.240905,0.153,0.836,0.001,0.001,0.001,0.001,0.007,0.837,0.01,0.828,0.847,0.989,Regocijo
"12. It can never be right to kill a human being. ",4.39,4.48,4.464,00:04:29.240939,0.177,0.813,0.001,0.001,0.001,0.001,0.007,0.814,0.009,0.805,0.823,0.989,Regocijo
"12. It can never be right to kill a human being. ",4.39,4.48,4.464,00:04:29.240973,0.251,0.738,0.002,0,0.001,0.001,0.006,0.74,0.009,0.731,0.749,0.988,Alegria
"12. It can never be right to kill a human being. ",4.39,4.48,4.48,00:04:30.240006,0.389,0.599,0.003,0,0.001,0.001,0.008,0.601,0.01,0.591,0.611,0.984,Alegria
"12. It can never be right to kill a human being. ",4.39,4.48,4.48,00:04:30.240040,0.486,0.5,0.004,0.001,0.001,0,0.008,0.504,0.01,0.494,0.514,0.98,Alegria
"12. It can never be right to kill a human being. ",4.39,4.48,4.48,00:04:30.240073,0.491,0.496,0.004,0.001,0.001,0,0.007,0.5,0.009,0.491,0.509,0.983,Alegria
"12. It can never be right to kill a human being. ",4.39,4.48,4.48,00:04:30.240107,0.461,0.526,0.004,0,0.001,0.001,0.006,0.53,0.008,0.522,0.539,0.984,Regocijo
"12. It can never be right to kill a human being. ",4.39,4.48,4.48,00:04:30.240141,0.446,0.542,0.003,0,0.002,0.001,0.006,0.545,0.009,0.536,0.554,0.984,Alegria
"12. It can never be right to kill a human being. ",4.39,4.48,4.48,00:04:30.240174,0.448,0.54,0.003,0,0.002,0.001,0.006,0.543,0.009,0.534,0.552,0.983,Agrado
"12. It can never be right to kill a human being. ",4.39,4.48,4.48,00:04:30.240208,0.462,0.523,0.004,0.001,0.002,0.001,0.007,0.528,0.011,0.517,0.538,0.98,Alegria
"12. It can never be right to kill a human being. ",4.39,4.48,4.48,00:04:30.240242,0.507,0.471,0.006,0.001,0.002,0.002,0.01,0.478,0.015,0.462,0.493,0.969,Regocijo
"12. It can never be right to kill a human being. ",4.39,4.48,4.48,00:04:30.240275,0.564,0.408,0.008,0.001,0.002,0.002,0.014,0.416,0.02,0.396,0.436,0.954,Regocijo
"12. It can never be right to kill a human being. ",4.39,4.48,4.48,00:04:30.240309,0.573,0.397,0.007,0.001,0.003,0.002,0.016,0.404,0.023,0.381,0.427,0.947,Agrado
"12. It can never be right to kill a human being. ",4.39,4.48,4.48,00:04:30.240342,0.566,0.402,0.004,0.001,0.004,0.002,0.021,0.406,0.028,0.378,0.434,0.935,Regocijo
"12. It can never be right to kill a human being. ",4.39,4.48,4.48,00:04:30.240376,0.596,0.361,0.003,0.001,0.004,0.003,0.032,0.364,0.04,0.324,0.404,0.901,Regocijo
"12. It can never be right to kill a human being. ",4.39,4.48,4.48,00:04:30.240410,0.62,0.329,0.002,0.001,0.005,0.003,0.04,0.331,0.048,0.283,0.38,0.872,Disfrute
"12. It can never be right to kill a human being. ",4.39,4.48,4.48,00:04:30.240443,0.605,0.344,0.002,0.001,0.005,0.004,0.04,0.346,0.05,0.296,0.395,0.875,Regocijo
"12. It can never be right to kill a human being. ",4.39,4.48,4.48,00:04:30.240477,0.598,0.345,0.003,0.001,0.007,0.005,0.041,0.348,0.054,0.294,0.402,0.866,Regocijo
"12. It can never be right to kill a human being. ",4.39,4.48,4.48,00:04:30.240511,0.615,0.322,0.003,0.001,0.009,0.005,0.044,0.325,0.059,0.266,0.385,0.845,
"12. It can never be right to kill a human being. ",4.39,4.48,4.48,00:04:30.240544,0.638,0.303,0.003,0.001,0.01,0.005,0.04,0.306,0.056,0.249,0.362,0.844,
"12. It can never be right to kill a human being. ",4.39,4.48,4.48,00:04:30.240578,0.703,0.248,0.002,0.001,0.009,0.005,0.033,0.25,0.047,0.203,0.297,0.843,Regocijo
"12. It can never be right to kill a human being. ",4.39,4.48,4.48,00:04:30.240611,0.79,0.17,0.003,0,0.006,0.004,0.026,0.173,0.038,0.135,0.21,0.821,Disfrute
"12. It can never be right to kill a human being. ",4.39,4.48,4.48,00:04:30.240645,0.8,0.166,0.004,0.001,0.005,0.004,0.022,0.17,0.031,0.139,0.2,0.846,Agrado
"12. It can never be right to kill a human being. ",4.39,4.48,4.48,00:04:30.240679,0.755,0.214,0.004,0.001,0.004,0.004,0.018,0.218,0.027,0.191,0.245,0.89,
"12. It can never be right to kill a human being. ",4.39,4.48,4.48,00:04:30.240712,0.763,0.208,0.005,0.001,0.004,0.004,0.015,0.213,0.024,0.188,0.237,0.897,Agrado
"12. It can never be right to kill a human being. ",4.39,4.48,4.48,00:04:30.240746,0.82,0.154,0.004,0.001,0.004,0.003,0.014,0.158,0.022,0.136,0.18,0.879,Disfrute
"12. It can never be right to kill a human being. ",4.39,4.48,4.48,00:04:30.240780,0.851,0.127,0.003,0.001,0.003,0.003,0.012,0.13,0.019,0.111,0.149,0.872,Agrado
"12. It can never be right to kill a human being. ",4.39,4.48,4.48,00:04:30.240813,0.832,0.149,0.003,0.001,0.003,0.002,0.011,0.152,0.017,0.135,0.168,0.901,
"12. It can never be right to kill a human being. ",4.39,4.48,4.48,00:04:30.240847,0.806,0.175,0.003,0.001,0.003,0.002,0.01,0.178,0.016,0.163,0.194,0.919,
"12. It can never be right to kill a human being. ",4.39,4.48,4.48,00:04:30.240880,0.83,0.151,0.003,0.001,0.003,0.002,0.01,0.154,0.016,0.138,0.17,0.907,
"12. It can never be right to kill a human being. ",4.39,4.48,4.48,00:04:30.240914,0.892,0.088,0.003,0,0.003,0.003,0.009,0.092,0.016,0.076,0.108,0.853,
"12. It can never be right to kill a human being. ",4.39,4.48,4.48,00:04:30.240948,0.936,0.046,0.004,0,0.003,0.003,0.009,0.049,0.015,0.035,0.064,0.771,
"12. It can never be right to kill a human being. ",4.39,4.48,4.48,00:04:30.240981,0.947,0.035,0.004,0,0.003,0.003,0.008,0.039,0.014,0.025,0.053,0.738,Agrado
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.55,4.59,4.56,00:04:35.240016,0.918,0.017,0.018,0.002,0.009,0.006,0.03,0.035,0.047,-0.011,0.082,0.432,
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.55,4.59,4.56,00:04:35.240049,0.922,0.017,0.016,0.002,0.01,0.006,0.027,0.033,0.045,-0.012,0.078,0.422,
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.55,4.59,4.56,00:04:35.240083,0.918,0.02,0.015,0.002,0.011,0.007,0.027,0.035,0.047,-0.011,0.082,0.431,
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.55,4.59,4.56,00:04:35.240117,0.915,0.021,0.015,0.002,0.011,0.007,0.028,0.036,0.049,-0.013,0.085,0.425,
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.55,4.59,4.56,00:04:35.240150,0.917,0.021,0.015,0.002,0.011,0.006,0.028,0.036,0.047,-0.011,0.083,0.431,
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.55,4.59,4.56,00:04:35.240184,0.912,0.026,0.017,0.002,0.011,0.006,0.027,0.043,0.045,-0.003,0.088,0.485,
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.55,4.59,4.56,00:04:35.240217,0.906,0.034,0.017,0.002,0.012,0.006,0.024,0.051,0.043,0.007,0.094,0.539,
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.55,4.59,4.56,00:04:35.240251,0.906,0.037,0.018,0.002,0.013,0.006,0.019,0.055,0.04,0.015,0.094,0.581,
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.55,4.59,4.56,00:04:35.240285,0.912,0.035,0.017,0.002,0.013,0.006,0.014,0.052,0.036,0.017,0.088,0.596,Agrado
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.55,4.59,4.56,00:04:35.240318,0.917,0.033,0.014,0.002,0.014,0.006,0.014,0.047,0.036,0.012,0.083,0.569,Agrado
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.55,4.59,4.56,00:04:35.240352,0.891,0.053,0.014,0.002,0.015,0.007,0.019,0.067,0.042,0.025,0.109,0.612,Regocijo
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.55,4.59,4.56,00:04:35.240386,0.821,0.11,0.019,0.003,0.018,0.009,0.019,0.129,0.05,0.08,0.179,0.722,Optimismo
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.55,4.59,4.56,00:04:35.240419,0.697,0.233,0.023,0.004,0.018,0.01,0.015,0.257,0.047,0.21,0.303,0.846,Optimismo
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.55,4.59,4.56,00:04:35.240453,0.503,0.444,0.021,0.003,0.013,0.007,0.009,0.465,0.032,0.433,0.497,0.935,Alegria
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.55,4.59,4.56,00:04:35.240486,0.318,0.651,0.013,0.002,0.007,0.004,0.005,0.664,0.018,0.645,0.682,0.973,Agrado
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.55,4.59,4.56,00:04:35.240520,0.275,0.702,0.006,0.001,0.006,0.002,0.007,0.708,0.016,0.692,0.725,0.977,Agrado
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.55,4.59,4.56,00:04:35.240554,0.414,0.557,0.004,0.001,0.008,0.003,0.013,0.561,0.025,0.536,0.586,0.957,Regocijo
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.55,4.59,4.56,00:04:35.240587,0.607,0.354,0.004,0.001,0.011,0.003,0.021,0.358,0.036,0.322,0.393,0.909,Alegria
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.55,4.59,4.56,00:04:35.240621,0.671,0.287,0.003,0.001,0.011,0.003,0.023,0.291,0.039,0.252,0.329,0.883,Regocijo
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.55,4.59,4.56,00:04:35.240655,0.587,0.377,0.003,0.001,0.009,0.003,0.021,0.38,0.034,0.346,0.413,0.918,Regocijo
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.55,4.59,4.56,00:04:35.240688,0.503,0.466,0.002,0,0.007,0.002,0.019,0.468,0.029,0.439,0.497,0.941,Regocijo
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.55,4.59,4.56,00:04:35.240722,0.496,0.473,0.002,0,0.006,0.002,0.021,0.475,0.029,0.446,0.504,0.942,Alegria
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.55,4.59,4.56,00:04:35.240755,0.511,0.456,0.002,0,0.006,0.002,0.023,0.458,0.031,0.427,0.489,0.936,Alegria
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.55,4.59,4.56,00:04:35.240789,0.496,0.472,0.002,0,0.007,0.002,0.021,0.474,0.03,0.444,0.504,0.94,Alegria
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.55,4.59,4.56,00:04:35.240823,0.461,0.51,0.002,0.001,0.006,0.002,0.018,0.512,0.026,0.486,0.539,0.951,Alegria
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.55,4.59,4.56,00:04:35.240856,0.432,0.54,0.002,0.001,0.006,0.002,0.018,0.543,0.026,0.517,0.568,0.955,Optimismo
"13. I think it’s morally wrong that rich children inherit a lot of money while poor children inherit nothing.",4.55,4.59,4.56,00:04:35.240890,0.412,0.56,0.002,0.001,0.006,0.002,0.017,0.562,0.025,0.537,0.588,0.957,Optimismo
